trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
17,False,"{'a': 0.01, 'e': 0.12749685157937574}",30,0,-63.95932590454965,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
18,False,"{'a': 0.01, 'e': 0.12187343757193836}",20,0,3.8204702649885047,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
19,False,"{'a': 0.01, 'e': 0.11627807045887129}",25,0,12.01782623494164,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
20,False,"{'a': 0.01, 'e': 0.11071061035570517}",20,0,-43.50840716928506,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
21,False,"{'a': 0.01, 'e': 0.10517091807564771}",20,0,-24.41264301629836,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
22,False,"{'a': 0.01, 'e': 0.09965885512610284}",20,0,-23.06111074740825,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
23,False,"{'a': 0.01, 'e': 0.09417428370521042}",25,9,25.173898276671224,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.01, 'e': 0.08871706669839874}",20,6,11.174196424713758,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
25,False,"{'a': 0.01, 'e': 0.08328706767495864}",25,0,-18.469464322102084,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
26,False,"{'a': 0.01, 'e': 0.07788415088463152}",30,16,-41.18133018095621,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
27,False,"{'a': 0.01, 'e': 0.07250818125421654}",20,0,22.528783123474447,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,False,"{'a': 0.01, 'e': 0.06715902438419263}",30,18,-7.493523454980913,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
29,False,"{'a': 0.01, 'e': 0.06183654654535964}",30,21,-24.09407885556419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
30,False,"{'a': 0.01, 'e': 0.056540614675494316}",25,0,-66.74066057665097,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
31,False,"{'a': 0.01, 'e': 0.05127109637602412}",25,14,-0.3533509398958843,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
32,False,"{'a': 0.01, 'e': 0.04602785990871694}",20,0,-27.243480962148197,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1,True,"{'a': 0, 'e': 0}",20,0,5.093637402207392,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",20,15,11.07300823995805,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,0,17.799573248888237,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
4,True,"{'a': 0, 'e': 0}",20,0,28.726485030121882,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",30,0,-7.4809444340568065,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
6,True,"{'a': 0, 'e': 0}",30,24,10.502296000134175,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,0,-22.933191921081576,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
8,True,"{'a': 0, 'e': 0}",20,9,4.234538449942011,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,16,20.95957978410958,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,6,29.282289146376698,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
