trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
19,False,"{'a': 0.01, 'e': 1.1080332409972293}",30,0,-199.78791223078153,"{0: 13, 1: 6, 2: 8, 3: 1, 4: 2}",0
20,False,"{'a': 0.01, 'e': 0.9999999999999996}",30,0,-72.53322444404577,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 0}",0
21,False,"{'a': 0.01, 'e': 0.9070294784580495}",25,12,-61.90870068818329,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
22,False,"{'a': 0.01, 'e': 0.8264462809917351}",25,3,-35.70600537394029,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 0}",1
23,False,"{'a': 0.01, 'e': 0.7561436672967858}",30,0,-250.25060598196367,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 5}",0
24,False,"{'a': 0.01, 'e': 0.694444444444444}",30,4,-69.84764979460336,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 1}",1
25,False,"{'a': 0.01, 'e': 0.6399999999999996}",25,0,-54.375138760880795,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
26,False,"{'a': 0.01, 'e': 0.5917159763313605}",20,13,-16.515378424391017,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
27,False,"{'a': 0.01, 'e': 0.5486968449931409}",25,0,-31.782357429684904,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
28,False,"{'a': 0.01, 'e': 0.5102040816326526}",35,2,-27.953567579402723,"{0: 26, 1: 1, 2: 6, 3: 0, 4: 0}",1
29,False,"{'a': 0.01, 'e': 0.4756242568370983}",25,0,-133.44005988801527,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
30,False,"{'a': 0.01, 'e': 0.44444444444444403}",25,11,-91.62211472403108,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
31,False,"{'a': 0.01, 'e': 0.41623309053069685}",20,0,-41.09201148206057,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
32,False,"{'a': 0.01, 'e': 0.39062499999999967}",20,16,5.001479422125776,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.01, 'e': 0.36730945821854877}",25,10,-25.65474541914206,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
34,False,"{'a': 0.01, 'e': 0.3460207612456744}",25,11,-20.83637187264833,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
35,False,"{'a': 0.01, 'e': 0.3265306122448976}",20,0,-14.31260703742252,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
36,False,"{'a': 0.01, 'e': 0.3086419753086417}",25,0,9.980905063378893,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
37,False,"{'a': 0.01, 'e': 0.29218407596785945}",25,17,-10.915152160370926,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
38,False,"{'a': 0.01, 'e': 0.27700831024930717}",20,12,11.07144877256125,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.01, 'e': 0.26298487836949347}",25,19,13.21076438857271,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.01, 'e': 0.24999999999999978}",20,0,-5.202493045176895,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
41,False,"{'a': 0.01, 'e': 0.23795359904818542}",25,2,-5.974623090459502,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
42,False,"{'a': 0.01, 'e': 0.22675736961451237}",35,9,4.5778256820333825,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
43,False,"{'a': 0.01, 'e': 0.21633315305570572}",20,0,13.214138612070169,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
44,False,"{'a': 0.01, 'e': 0.20661157024793386}",25,11,21.7044620987476,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.01, 'e': 0.19753086419753085}",35,0,-6.747765325851709,"{0: 30, 1: 1, 2: 3, 3: 1, 4: 0}",0
46,False,"{'a': 0.01, 'e': 0.18903591682419663}",25,5,-20.119506145206927,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
47,False,"{'a': 0.01, 'e': 0.1810774105930286}",20,8,10.784428661710812,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.01, 'e': 0.1736111111111112}",20,0,5.066375287533571,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
49,False,"{'a': 0.01, 'e': 0.1665972511453562}",20,12,17.795866225754164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.01, 'e': 0.16000000000000011}",20,16,8.949403946259814,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.01, 'e': 0.1537870049980778}",20,14,9.608816607142735,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.01, 'e': 0.14792899408284038}",20,15,2.0886703841072634,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.01, 'e': 0.14239943040227857}",30,15,0.6984132503200404,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
54,False,"{'a': 0.01, 'e': 0.1371742112482855}",25,11,24.71308776148875,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.01, 'e': 0.13223140495867786}",25,14,-41.74303906175489,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
56,False,"{'a': 0.01, 'e': 0.12755102040816343}",30,15,15.059585354951775,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.01, 'e': 0.12311480455524795}",30,12,15.820117399233816,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.01, 'e': 0.11890606420927487}",20,15,9.83226638938017,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.01, 'e': 0.11490950876185024}",30,21,3.160615196400916,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.01, 'e': 0.11111111111111131}",25,8,24.742614709617378,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.01, 'e': 0.10749798441279246}",20,2,-36.94768272602821,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
62,False,"{'a': 0.01, 'e': 0.10405827263267449}",20,11,17.89350205266194,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.01, 'e': 0.10078105316200575}",30,13,3.2542732427101835,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
64,False,"{'a': 0.01, 'e': 0.09765625000000021}",25,20,8.89741467751988,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.01, 'e': 0.09467455621301796}",25,13,17.5771853182892,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.01, 'e': 0.09182736455463748}",25,11,24.78113465653921,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.01, 'e': 0.0891067052795725}",35,13,31.780831987700317,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.01, 'e': 0.0865051903114189}",25,8,9.437713803197486,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
69,False,"{'a': 0.01, 'e': 0.08401596303297647}",25,11,23.724005943454166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.01, 'e': 0.08163265306122469}",30,11,33.696608483735666,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.01, 'e': 0.07934933544931581}",20,9,21.317850417571773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.01, 'e': 0.0771604938271607}",25,0,8.770315747186277,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
73,False,"{'a': 0.01, 'e': 0.07506098705197993}",30,19,6.932304380628765,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.01, 'e': 0.07304601899196514}",20,16,6.152674246098064,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.01, 'e': 0.0711111111111113}",20,9,18.24687716033708,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.01, 'e': 0.06925207756232707}",20,5,27.418209267933882,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.01, 'e': 0.0674650025299378}",20,10,19.183888175965826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.01, 'e': 0.06574621959237363}",25,11,24.959252973606404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.01, 'e': 0.06409229290177876}",25,8,16.274419158581686,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.01, 'e': 0.0625000000000002}",20,8,21.150720372029625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.01, 'e': 0.06096631611034923}",20,6,20.63556575044516,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.01, 'e': 0.0594883997620466}",25,14,19.146857562245433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.01, 'e': 0.058063579619683746}",20,7,-18.003880314628223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
84,False,"{'a': 0.01, 'e': 0.05668934240362831}",20,13,11.284247980584631,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.01, 'e': 0.05536332179930814}",25,8,25.283720194428323,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.01, 'e': 0.05408328826392663}",30,17,4.832426427921948,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.01, 'e': 0.0528471396485667}",30,16,13.31686950342305,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.05165289256198365}",20,11,2.9890206447482,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.01, 'e': 0.05049867440979692}",25,0,33.494853880628185,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
90,False,"{'a': 0.01, 'e': 0.04938271604938289}",30,11,31.96242998647979,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,4,28.72790258327306,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,15,16.933655493149978,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,12,15.826365983271472,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,12,17.526094917888454,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,4,33.195399044004766,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,11,23.918463772258512,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,13,21.530086970614754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,7,19.132170420621073,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,6,26.759515526664632,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",35,19,28.207392874175845,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
