trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
24,False,"{'a': 0.05, 'e': 0.694444444444444}",20,0,-55.97352196484961,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
25,False,"{'a': 0.05, 'e': 0.6399999999999996}",25,0,-86.41970452440579,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
26,False,"{'a': 0.05, 'e': 0.5917159763313605}",30,13,-29.1372199462399,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
27,False,"{'a': 0.05, 'e': 0.5486968449931409}",35,23,-0.7525087074789099,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
28,False,"{'a': 0.05, 'e': 0.5102040816326526}",35,20,-43.872266230769426,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
29,False,"{'a': 0.05, 'e': 0.4756242568370983}",20,0,-33.30068941164389,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
30,False,"{'a': 0.05, 'e': 0.44444444444444403}",20,0,16.848583965074376,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
31,False,"{'a': 0.05, 'e': 0.41623309053069685}",30,11,-31.337102047609086,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
32,False,"{'a': 0.05, 'e': 0.39062499999999967}",25,6,1.5281241057453219,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
33,False,"{'a': 0.05, 'e': 0.36730945821854877}",25,3,-82.30810525564308,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
34,False,"{'a': 0.05, 'e': 0.3460207612456744}",25,0,26.634117367953852,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
35,False,"{'a': 0.05, 'e': 0.3265306122448976}",35,0,-29.80009195932361,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 1}",0
36,False,"{'a': 0.05, 'e': 0.3086419753086417}",25,0,-27.512424504807964,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
37,False,"{'a': 0.05, 'e': 0.29218407596785945}",20,0,-36.978521324230755,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
38,False,"{'a': 0.05, 'e': 0.27700831024930717}",20,0,-57.13531563623695,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
39,False,"{'a': 0.05, 'e': 0.26298487836949347}",25,16,16.501316832357883,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.05, 'e': 0.24999999999999978}",30,14,20.59853667634622,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.05, 'e': 0.23795359904818542}",20,0,-5.111901196386977,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
42,False,"{'a': 0.05, 'e': 0.22675736961451237}",25,8,-52.84590265475316,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
43,False,"{'a': 0.05, 'e': 0.21633315305570572}",20,12,-9.266866339744787,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
44,False,"{'a': 0.05, 'e': 0.20661157024793386}",20,16,6.685242407571334,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.05, 'e': 0.19753086419753085}",25,13,-86.26482140098537,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
46,False,"{'a': 0.05, 'e': 0.18903591682419663}",25,0,-41.39155786506966,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
47,False,"{'a': 0.05, 'e': 0.1810774105930286}",25,0,-34.753172684033856,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
48,False,"{'a': 0.05, 'e': 0.1736111111111112}",20,4,-58.19291043805255,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
49,False,"{'a': 0.05, 'e': 0.1665972511453562}",25,13,-33.21504378126101,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
50,False,"{'a': 0.05, 'e': 0.16000000000000011}",20,15,8.418608276701821,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.05, 'e': 0.1537870049980778}",30,22,15.037897289356527,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.05, 'e': 0.14792899408284038}",20,16,6.624753639762405,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.05, 'e': 0.14239943040227857}",30,4,15.511469700185021,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
54,False,"{'a': 0.05, 'e': 0.1371742112482855}",20,0,4.531299179696182,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
55,False,"{'a': 0.05, 'e': 0.13223140495867786}",20,0,16.50351844272213,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
56,False,"{'a': 0.05, 'e': 0.12755102040816343}",20,0,7.810841461070732,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
57,False,"{'a': 0.05, 'e': 0.12311480455524795}",25,8,32.3261648691817,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.05, 'e': 0.11890606420927487}",30,8,-24.285934620045587,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
59,False,"{'a': 0.05, 'e': 0.11490950876185024}",30,0,-12.281936128172743,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
60,False,"{'a': 0.05, 'e': 0.11111111111111131}",30,17,22.639137607539134,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.05, 'e': 0.10749798441279246}",35,23,21.027083954518794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.05, 'e': 0.10405827263267449}",25,0,-26.897769494515487,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
63,False,"{'a': 0.05, 'e': 0.10078105316200575}",20,11,14.82647426515168,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.05, 'e': 0.09765625000000021}",20,10,19.338101007241537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.05, 'e': 0.09467455621301796}",20,14,-2.6541325143322734,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
66,False,"{'a': 0.05, 'e': 0.09182736455463748}",20,0,23.628986069842075,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
67,False,"{'a': 0.05, 'e': 0.0891067052795725}",25,13,22.84753953754364,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.05, 'e': 0.0865051903114189}",20,14,10.515441537479461,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.05, 'e': 0.08401596303297647}",25,6,17.003958070702485,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
70,False,"{'a': 0.05, 'e': 0.08163265306122469}",20,10,19.19429195506404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.05, 'e': 0.07934933544931581}",20,1,23.882875211293083,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.05, 'e': 0.0771604938271607}",30,0,43.44722574631177,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
73,False,"{'a': 0.05, 'e': 0.07506098705197993}",20,14,13.290124469282304,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.05, 'e': 0.07304601899196514}",30,6,12.517039655936994,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.05, 'e': 0.0711111111111113}",20,0,19.752418058530832,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
76,False,"{'a': 0.05, 'e': 0.06925207756232707}",25,12,15.37500952965782,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.05, 'e': 0.0674650025299378}",25,8,30.246083191818006,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.05, 'e': 0.06574621959237363}",20,0,27.667269235961875,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
79,False,"{'a': 0.05, 'e': 0.06409229290177876}",20,9,16.936648965997172,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.05, 'e': 0.0625000000000002}",30,8,-19.892949758817636,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
81,False,"{'a': 0.05, 'e': 0.06096631611034923}",20,8,19.032028678463945,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.05, 'e': 0.0594883997620466}",30,0,35.16661932002684,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
83,False,"{'a': 0.05, 'e': 0.058063579619683746}",20,8,23.526811551292962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.05, 'e': 0.05668934240362831}",30,16,24.381635041875285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.05, 'e': 0.05536332179930814}",25,19,2.19765074987963,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.05, 'e': 0.05408328826392663}",25,11,11.590059499020164,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.05, 'e': 0.0528471396485667}",30,6,34.06176956390213,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.05, 'e': 0.05165289256198365}",20,11,11.450170381819675,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.05, 'e': 0.05049867440979692}",25,0,32.074415110689735,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.05, 'e': 0.04938271604938289}",20,0,12.874385555509653,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,6,20.716505778175748,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,15,15.790513866495576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,0,27.24686167945127,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0, 'e': 0}",20,8,17.244543959375335,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,0,35.01464816682826,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",20,0,30.078462931174506,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",20,12,13.55470665181957,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,11,15.63196405896064,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,7,19.312363231084205,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,13,13.632434794769786,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
